<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
comex.GC,D,10/10/22,000000,1704.4000000,1705.0000000,1672.5000000,1677.2000000,146492
comex.GC,D,11/10/22,000000,1676.9000000,1691.3000000,1667.5000000,1670.9000000,161732
comex.GC,D,12/10/22,000000,1671.0000000,1685.1000000,1668.0000000,1681.0000000,66514
comex.GC,D,13/10/22,000000,1680.9000000,1688.9000000,1648.3000000,1669.9000000,222636
comex.GC,D,14/10/22,000000,1669.8000000,1677.8000000,1645.6000000,1650.2000000,168105
comex.GC,D,16/10/22,000000,1649.9000000,1653.1000000,1649.1000000,1652.9000000,2971
comex.GC,D,17/10/22,000000,1652.9000000,1674.3000000,1651.8000000,1655.9000000,143573
comex.GC,D,18/10/22,000000,1656.0000000,1666.0000000,1650.6000000,1657.6000000,157364
comex.GC,D,19/10/22,000000,1657.5000000,1658.6000000,1630.7000000,1631.5000000,168292
comex.GC,D,20/10/22,000000,1631.5000000,1650.3000000,1626.3000000,1631.3000000,155108
comex.GC,D,21/10/22,000000,1631.4000000,1663.1000000,1621.1000000,1662.5000000,246645
comex.GC,D,23/10/22,000000,1662.9000000,1675.5000000,1661.2000000,1665.8000000,14982
comex.GC,D,24/10/22,000000,1665.8000000,1668.1000000,1648.0000000,1656.2000000,148171
comex.GC,D,25/10/22,000000,1656.2000000,1666.8000000,1641.2000000,1657.0000000,159255
comex.GC,D,26/10/22,000000,1657.1000000,1679.4000000,1653.8000000,1671.6000000,167729
comex.GC,D,27/10/22,000000,1671.5000000,1674.8000000,1658.5000000,1665.9000000,172661
comex.GC,D,28/10/22,000000,1666.0000000,1670.9000000,1640.7000000,1648.3000000,177160
comex.GC,D,30/10/22,000000,1647.2000000,1648.4000000,1643.2000000,1646.3000000,3216
comex.GC,D,31/10/22,000000,1646.3000000,1648.5000000,1634.5000000,1635.2000000,116989
comex.GC,D,01/11/22,000000,1635.3000000,1660.3000000,1633.6000000,1649.8000000,170276
comex.GC,D,02/11/22,000000,1649.9000000,1673.1000000,1634.1000000,1636.1000000,193617
comex.GC,D,03/11/22,000000,1636.0000000,1643.2000000,1618.3000000,1631.9000000,209829
comex.GC,D,04/11/22,000000,1631.9000000,1686.4000000,1631.5000000,1685.7000000,261145
comex.GC,D,06/11/22,000000,1678.6000000,1683.4000000,1675.4000000,1675.9000000,8418
comex.GC,D,07/11/22,000000,1675.9000000,1685.6000000,1670.0000000,1676.9000000,135137
comex.GC,D,08/11/22,000000,1676.9000000,1720.4000000,1667.1000000,1714.6000000,241308
comex.GC,D,09/11/22,000000,1714.7000000,1725.8000000,1705.1000000,1709.5000000,189117
comex.GC,D,10/11/22,000000,1709.5000000,1760.6000000,1706.7000000,1755.6000000,243227
comex.GC,D,11/11/22,000000,1755.6000000,1775.6000000,1750.3000000,1774.2000000,179015
comex.GC,D,13/11/22,000000,1769.4000000,1769.8000000,1763.8000000,1766.2000000,5077
comex.GC,D,14/11/22,000000,1766.3000000,1778.4000000,1755.8000000,1772.8000000,158855
comex.GC,D,15/11/22,000000,1772.9000000,1791.8000000,1770.2000000,1784.3000000,201140
comex.GC,D,16/11/22,000000,1784.3000000,1788.2000000,1773.4000000,1776.6000000,151471
comex.GC,D,17/11/22,000000,1776.7000000,1777.6000000,1756.6000000,1762.2000000,145144
comex.GC,D,18/11/22,000000,1762.2000000,1769.9000000,1749.2000000,1752.0000000,112227
comex.GC,D,20/11/22,000000,1752.0000000,1754.8000000,1751.4000000,1754.5000000,1671
comex.GC,D,21/11/22,000000,1754.2000000,1755.0000000,1733.9000000,1739.8000000,112845
comex.GC,D,22/11/22,000000,1739.9000000,1751.0000000,1737.6000000,1741.8000000,110846
comex.GC,D,23/11/22,000000,1741.8000000,1754.9000000,1719.0000000,1752.9000000,127787
comex.GC,D,24/11/22,000000,1752.9000000,1759.0000000,1752.6000000,1755.4000000,45128
comex.GC,D,25/11/22,000000,1755.4000000,1761.2000000,1745.9000000,1755.0000000,64476
comex.GC,D,27/11/22,000000,1755.0000000,1756.3000000,1750.1000000,1750.6000000,2019
comex.GC,D,28/11/22,000000,1750.8000000,1763.5000000,1737.9000000,1739.6000000,86973
comex.GC,D,29/11/22,000000,1740.0000000,1763.4000000,1739.3000000,1762.5000000,9148
comex.GC,D,30/11/22,000000,1762.5000000,1787.4000000,1758.2000000,1787.3000000,182894
comex.GC,D,01/12/22,000000,1787.3000000,1818.7000000,1785.0000000,1816.2000000,214331
comex.GC,D,02/12/22,000000,1816.4000000,1816.9000000,1791.8000000,1811.4000000,171684
comex.GC,D,04/12/22,000000,1810.5000000,1812.7000000,1808.0000000,1812.5000000,2686
comex.GC,D,05/12/22,000000,1812.6000000,1822.9000000,1778.1000000,1781.6000000,170027
comex.GC,D,06/12/22,000000,1781.6000000,1793.2000000,1779.1000000,1783.2000000,120017
comex.GC,D,07/12/22,000000,1783.0000000,1803.2000000,1780.5000000,1799.2000000,147650
comex.GC,D,08/12/22,000000,1799.3000000,1806.9000000,1793.2000000,1801.1000000,109043
comex.GC,D,09/12/22,000000,1801.2000000,1819.0000000,1800.1000000,1809.4000000,113081
comex.GC,D,11/12/22,000000,1808.0000000,1809.3000000,1805.9000000,1806.2000000,1711
comex.GC,D,12/12/22,000000,1806.1000000,1807.1000000,1789.0000000,1793.2000000,102641
comex.GC,D,13/12/22,000000,1793.1000000,1836.9000000,1791.8000000,1822.1000000,198026
comex.GC,D,14/12/22,000000,1819.4000000,1825.4000000,1806.2000000,1818.6000000,119837
comex.GC,D,15/12/22,000000,1818.6000000,1818.8000000,1782.0000000,1786.5000000,176300
comex.GC,D,16/12/22,000000,1786.4000000,1804.2000000,1783.9000000,1803.0000000,122537
comex.GC,D,18/12/22,000000,1801.6000000,1803.4000000,1800.4000000,1800.5000000,1847
comex.GC,D,19/12/22,000000,1800.6000000,1808.6000000,1793.2000000,1796.5000000,81998
comex.GC,D,20/12/22,000000,1796.5000000,1832.4000000,1793.7000000,1827.0000000,191032
comex.GC,D,21/12/22,000000,1826.9000000,1833.8000000,1821.3000000,1823.8000000,101621
comex.GC,D,22/12/22,000000,1823.7000000,1829.3000000,1792.7000000,1801.5000000,164461
comex.GC,D,23/12/22,000000,1801.5000000,1812.2000000,1798.9000000,1806.0000000,95320
comex.GC,D,26/12/22,000000,1808.2000000,1812.0000000,1808.0000000,1809.7000000,2196
comex.GC,D,27/12/22,000000,1809.6000000,1841.9000000,1808.4000000,1820.6000000,152921
comex.GC,D,28/12/22,000000,1820.5000000,1822.3000000,1804.2000000,1812.5000000,106251
comex.GC,D,29/12/22,000000,1812.5000000,1827.3000000,1811.2000000,1821.9000000,99420
comex.GC,D,30/12/22,000000,1822.0000000,1832.4000000,1819.8000000,1830.1000000,98621
comex.GC,D,02/01/23,000000,1831.8000000,1838.0000000,1831.3000000,1835.8000000,4830
